33,Substation-6-1,48.305833,57.486389,0.000000,2284581.158121,3584194.867543,4739562.344956
34,Substation-6-2,47.070833,58.638611,0.000000,2264890.495477,3716115.180110,4647130.456855
35,Control-Center-7,48.139142,66.832986,0.000000,1677592.864064,3920349.182587,4727213.499768
36,Ground-Station-7,50.333416,58.879418,0.000000,2108392.204690,3492284.687965,4886543.744037
37,Substation-7-0,47.272500,63.159444,0.000000,1957509.709256,3868404.257102,4662371.763579
38,Substation-7-1,48.305833,64.686389,0.000000,1817347.820844,3842266.364353,4739562.344956
39,Substation-7-2,47.070833,65.838611,0.000000,1781278.425610,3970678.551432,4647130.456855
40,Control-Center-8,48.139142,74.032986,0.000000,1173014.503503,4099694.196589,4727213.499768
41,Ground-Station-8,50.333416,66.079418,0.000000,1654067.569940,3728998.592741,4886543.744037
42,Substation-8-0,47.272500,70.359444,0.000000,1457234.546242,4083241.755693,4662371.763579
43,Substation-8-1,48.305833,71.886389,0.000000,1321453.822802,4039743.025338,4739562.344956
44,Substation-8-2,47.070833,73.038611,0.000000,1269574.530886,4162621.950030,4647130.456855
45,Control-Center-9,48.139142,81.232986,0.000000,649937.003498,4214384.584071,4727213.499768
46,Ground-Station-9,50.333416,73.279418,0.000000,1173657.301520,3906903.962114,4886543.744037
47,Substation-9-0,47.272500,77.559444,0.000000,933977.923924,4233684.092586,4662371.763579
48,Substation-9-1,48.305833,79.086389,0.000000,804719.708575,4173510.525588,4739562.344956
49,Substation-9-2,47.070833,80.238611,0.000000,737848.687404,4288918.313846,4647130.456855
50,Control-Center-10,48.139142,88.432986,0.000000,116609.608693,4262611.609112,4727213.499768
51,Ground-Station-10,50.333416,80.479418,0.000000,674737.756347,4023195.122133,4886543.744037
52,Substation-10-0,47.272500,84.759444,0.000000,395991.911815,4317358.702259,4662371.763579
53,Substation-10-1,48.305833,86.286389,0.000000,275294.683828,4241459.271715,4739562.344956
54,Substation-10-2,47.070833,87.438611,0.000000,194486.529351,4347575.873777,4647130.456855
55,Control-Center-11,48.139142,95.632986,0.000000,-418556.789300,4243614.702715,4727213.499768
56,Ground-Station-11,50.333416,87.679418,0.000000,165177.193686,4076038.091735,4886543.744037
57,Substation-11-0,47.272500,91.959444,0.000000,-148239.129298,4332945.986132,4662371.763579
58,Substation-11-1,48.305833,93.486389,0.000000,-258471.902536,4242517.671403,4739562.344956
59,Substation-11-2,47.070833,94.638611,0.000000,-351942.797450,4337669.565063,4647130.456855
60,Control-Center-12,48.139142,102.832986,0.000000,-947122.296692,4157693.457445,4727213.499768
61,Ground-Station-12,50.333416,94.879418,0.000000,-346988.311990,4064599.505724,4886543.744037
62,Substation-12-0,47.272500,99.159444,0.000000,-690132.350788,4280200.123428,4662371.763579
63,Substation-12-1,48.305833,100.686389,0.000000,-788162.232593,4176669.033055,4739562.344956
64,Substation-12-2,47.070833,101.838611,0.000000,-892821.776094,4259355.616109,4647130.456855
65,Control-Center-13,48.139142,110.032986,0.000000,-1460751.119681,4006202.902665,4727213.499768
66,Ground-Station-13,50.333416,102.079418,0.000000,-853681.604706,3989059.757434,4886543.744037
67,Substation-13-0,47.272500,106.359444,0.000000,-1221141.772841,4159952.947909,4662371.763579
68,Substation-13-1,48.305833,107.886389,0.000000,-1305422.773417,4044951.829034,4739562.344956
69,Substation-13-2,47.070833,109.038611,0.000000,-1419620.421984,4113869.084674,4647130.456855
70,Control-Center-14,48.139142,117.232986,0.000000,-1951343.024903,3791532.134920,4727213.499768
71,Ground-Station-14,50.333416,109.279418,0.000000,-1346911.828551,3850610.153820,4886543.744037
72,Substation-14-0,47.272500,113.559444,0.000000,-1732893.059662,3974100.829366,4662371.763579
73,Substation-14-1,48.305833,115.086389,0.000000,-1802096.017282,3849443.318333,4739562.344956
74,Substation-14-2,47.070833,116.238611,0.000000,-1924030.805779,3903504.380267,4647130.456855
75,Control-Center-15,48.139142,124.432986,0.000000,-2411161.084946,3517066.640457,4727213.499768
76,Ground-Station-15,50.333416,116.479418,0.000000,-1818900.448254,3651434.127837,4886543.744037
77,Substation-15-0,47.272500,120.759444,0.000000,-2217315.587751,3725574.766732,4662371.763579
78,Substation-15-1,48.305833,122.286389,0.000000,-2270349.130435,3593226.786956,4739562.344956
79,Substation-15-2,47.070833,123.438611,0.000000,-2398098.074407,3631579.079942,4647130.456855
80,Control-Center-16,48.139142,131.632986,0.000000,-2832953.694322,3187134.904079,4727213.499768
81,Ground-Station-16,50.333416,123.679418,0.000000,-2262203.921329,3394672.804397,4886543.744037
82,Substation-16-0,47.272500,127.959444,0.000000,-2666769.724462,3418294.164476,4662371.763579
83,Substation-16-1,48.305833,129.486389,0.000000,-2702797.481560,3280342.922658,4739562.344956
84,Substation-16-2,47.070833,130.638611,0.000000,-2834345.903846,3302381.608127,4647130.456855
85,Control-Center-17,48.139142,138.832986,0.000000,-3210068.931614,2806940.146362,4727213.499768
86,Ground-Station-17,50.333416,130.879418,0.000000,-2669831.087190,3084375.462953,4886543.744037
87,Substation-17-0,47.272500,135.159444,0.000000,-3074167.309567,3057105.021256,4662371.763579
88,Substation-17-1,48.305833,136.686389,0.000000,-3092621.101828,2915726.090889,4739562.344956
89,Substation-17-2,47.070833,137.838611,0.000000,-3225894.405226,2921103.605605,4647130.456855
90,Control-Center-18,48.139142,146.032986,0.000000,-3536559.464252,2382478.265752,4727213.499768
91,Ground-Station-18,50.333416,138.079418,0.000000,-3035353.421926,2725435.677941,4886543.744037
92,Substation-18-0,47.272500,142.359444,0.000000,-3433083.439781,2647703.505624,4662371.763579
93,Substation-18-1,48.305833,143.886389,0.000000,-3433672.239878,2505126.516896,4739562.344956
94,Substation-18-2,47.070833,145.038611,0.000000,-3566568.624780,2493758.054239,4647130.456855
95,Control-Center-19,48.139142,153.232986,0.000000,-3807276.341501,1920443.279667,4727213.499768
96,Ground-Station-19,50.333416,145.279418,0.000000,-3353006.419965,2323514.144192,4886543.744037
97,Substation-19-0,47.272500,149.559444,0.000000,-3737857.793325,2196546.124048,4662371.763579
98,Substation-19-1,48.305833,151.086389,0.000000,-3720572.315529,2055019.601241,4739562.344956
99,Substation-19-2,47.070833,152.238611,0.000000,-3850995.926556,2027084.448659,4647130.456855
100,Control-Center-20,48.139142,160.432986,0.000000,-4017950.196487,1428121.755846,4727213.499768
101,Ground-Station-20,50.333416,152.479418,0.000000,-3617780.503774,1884949.404389,4886543.744037
102,Substation-20-0,47.272500,156.759444,0.000000,-3983683.896581,1710747.897942,4662371.763579
103,Substation-20-1,48.305833,158.286389,0.000000,-3948796.743201,1572503.798866,4739562.344956
104,Substation-20-2,47.070833,159.438611,0.000000,-4074690.722097,1528442.510403,4647130.456855
105,Control-Center-21,48.139142,167.632986,0.000000,-4165258.576668,913277.898815,4727213.499768
106,Ground-Station-21,50.333416,159.679418,0.000000,-3825500.027880,1416657.886465,4886543.744037
107,Substation-21-0,47.272500,163.959444,0.000000,-4166684.925050,1197970.155535,4662371.763579
108,Substation-21-1,48.305833,165.486389,0.000000,-4114746.287337,1065188.672214,4739562.344956
109,Substation-21-2,47.070833,166.638611,0.000000,-4234125.210848,1005696.120710,4647130.456855
110,Control-Center-22,48.139142,174.832986,0.000000,-4246878.340890,384031.103755,4727213.499768
111,Ground-Station-22,50.333416,166.879418,0.000000,-3972889.131304,926024.827400,4886543.744037
112,Substation-22-0,47.272500,171.159444,0.000000,-4283974.843195,666299.708142,4662371.763579
113,Substation-22-1,48.305833,172.686389,0.000000,-4215803.824491,541074.883888,4739562.344956
114,Substation-22-2,47.070833,173.838611,0.000000,-4326785.015680,467089.302419,4647130.456855
115,Control-Center-23,48.139142,-177.967014,0.000000,-4261522.296714,-151272.091221,4727213.499768
116,Ground-Station-23,50.333416,174.079418,0.000000,-4057623.399838,420787.803627,4886543.744037
117,Substation-23-0,47.272500,178.359444,0.000000,-4333703.918939,124121.316323,4662371.763579
118,Substation-23-1,48.305833,179.886389,0.000000,-4250375.616933,8428.021421,4739562.344956
119,Substation-23-2,47.070833,-178.961389,0.000000,-4351208.836119,-78883.793196,4647130.456855
120,Control-Center-24,48.139142,-170.767014,0.000000,-4208959.500209,-684189.634952,4727213.499768
121,Ground-Station-24,50.333416,-178.720582,0.000000,-4078366.523450,-91085.295176,4886543.744037
122,Substation-24-0,47.272500,-174.440556,0.000000,-4315087.895053,-420014.542800,4662371.763579
123,Substation-24-1,48.305833,-172.913611,0.000000,-4217916.446845,-524351.755978,4739562.344956
124,Substation-24-2,47.070833,-171.761389,0.000000,-4307011.493926,-623612.844269,4647130.456855
125,Control-Center-25,48.139142,-163.567014,0.000000,-4090018.898074,-1206317.099425,4727213.499768
126,Ground-Station-25,50.333416,-171.520582,0.000000,-4034791.370689,-601521.924462,4886543.744037
127,Substation-25-0,47.272500,-167.240556,0.000000,-4228420.357353,-957526.521679,4662371.763579
128,Substation-25-1,48.305833,-165.713611,0.000000,-4118938.214729,-1048862.192953,4739562.344956
129,Substation-25-2,47.070833,-164.561389,0.000000,-4194890.007590,-1158507.148260,4647130.456855
130,Control-Center-26,48.139142,-156.367014,0.000000,-3906576.254659,-1709420.222622,4727213.499768
131,Ground-Station-26,50.333416,-164.320582,0.000000,-3927585.147744,-1102472.193667,4886543.744037
132,Substation-26-0,47.272500,-160.040556,0.000000,-4075068.104681,-1479937.735312,4662371.763579
133,Substation-26-1,48.305833,-158.513611,0.000000,-3955001.866433,-1556831.446585,4739562.344956
134,Substation-26-2,47.070833,-157.361389,0.000000,-4016612.599928,-1675131.102465,4647130.456855
135,Control-Center-27,48.139142,-149.167014,0.000000,-3661524.570032,-2185564.767749,4727213.499768
136,Ground-Station-27,50.333416,-157.120582,0.000000,-3758438.560795,-1586035.817793,4886543.744037
137,Substation-27-0,47.272500,-152.840556,0.000000,-3857449.593672,-1979009.446788,4662371.763579
138,Substation-27-1,48.305833,-151.313611,0.000000,-3728692.776099,-2040248.538299,4739562.344956
139,Substation-27-2,47.070833,-150.161389,0.000000,-3774990.812158,-2165337.238509,4647130.456855
140,Control-Center-28,48.139142,-141.967014,0.000000,-3358728.455646,-2627241.650896,4727213.499768
141,Ground-Station-28,50.333416,-149.920582,0.000000,-3530019.152559,-2044586.709621,4886543.744037
142,Substation-28-0,47.272500,-145.640556,0.000000,-3578996.798241,-2446870.997085,4662371.763579
143,Substation-28-1,48.305833,-144.113611,0.000000,-3443579.973273,-2491489.691778,4739562.344956
144,Substation-28-2,47.070833,-142.961389,0.000000,-3473835.164209,-2621394.712791,4647130.456855
145,Control-Center-29,48.139142,-134.767014,0.000000,-3002963.187108,-3027485.363770,4727213.499768
146,Ground-Station-29,50.333416,-142.720582,0.000000,-3245929.233556,-2470893.247662,4886543.744037
147,Substation-29-0,47.272500,-138.440556,0.000000,-3244101.085313,-2876143.930068,4662371.763579
148,Substation-29-1,48.305833,-136.913611,0.000000,-3104159.857174,-2903438.564474,4739562.344956
149,Substation-29-2,47.070833,-135.761389,0.000000,-3117895.060553,-3036111.226508,4647130.456855
150,Control-Center-30,48.139142,-127.567014,0.000000,-2599839.395227,-3379983.823926,4727213.499768
151,Ground-Station-30,50.333416,-135.520582,0.000000,-2910649.071515,-2858232.323146,4886543.744037
152,Substation-30-0,47.272500,-131.240556,0.000000,-2858043.960338,-3260058.355148,4662371.763579
153,Substation-30-1,48.305833,-129.713611,0.000000,-2715785.285792,-3269598.476578,4739562.344956
154,Substation-30-2,47.070833,-128.561389,0.000000,-2712783.889251,-3402946.452498,4647130.456855
155,Control-Center-31,48.139142,-120.367014,0.000000,-2155714.583013,-3679177.920074,4727213.499768
156,Ground-Station-31,50.333416,-128.320582,0.000000,-2529466.234880,-3200495.367470,4886543.744037
157,Substation-31-0,47.272500,-124.040556,0.000000,-2426913.774795,-3592559.712504,4662371.763579
158,Substation-31-1,48.305833,-122.513611,0.000000,-2284581.158121,-3584194.867543,4739562.344956
159,Substation-31-2,47.070833,-121.361389,0.000000,-2264890.495477,-3716115.180110,4647130.456855
160,Control-Center-32,48.139142,-113.167014,0.000000,-1677592.864064,-3920349.182587,4727213.499768
161,Ground-Station-32,50.333416,-121.120582,0.000000,-2108392.204690,-3492284.687965,4886543.744037
162,Substation-32-0,47.272500,-116.840556,0.000000,-1957509.709256,-3868404.257102,4662371.763579
163,Substation-32-1,48.305833,-115.313611,0.000000,-1817347.820844,-3842266.364353,4739562.344956
164,Substation-32-2,47.070833,-114.161389,0.000000,-1781278.425610,-3970678.551432,4647130.456855
165,Control-Center-33,48.139142,-105.967014,0.000000,-1173014.503503,-4099694.196589,4727213.499768
166,Ground-Station-33,50.333416,-113.920582,0.000000,-1654067.569940,-3728998.592741,4886543.744037
167,Substation-33-0,47.272500,-109.640556,0.000000,-1457234.546242,-4083241.755693,4662371.763579
168,Substation-33-1,48.305833,-108.113611,0.000000,-1321453.822802,-4039743.025338,4739562.344956
169,Substation-33-2,47.070833,-106.961389,0.000000,-1269574.530886,-4162621.950030,4647130.456855
170,Control-Center-34,48.139142,-98.767014,0.000000,-649937.003498,-4214384.584071,4727213.499768
171,Ground-Station-34,50.333416,-106.720582,0.000000,-1173657.301520,-3906903.962114,4886543.744037
172,Substation-34-0,47.272500,-102.440556,0.000000,-933977.923924,-4233684.092586,4662371.763579
173,Substation-34-1,48.305833,-100.913611,0.000000,-804719.708575,-4173510.525588,4739562.344956
174,Substation-34-2,47.070833,-99.761389,0.000000,-737848.687404,-4288918.313846,4647130.456855
175,Control-Center-35,48.139142,-91.567014,0.000000,-116609.608693,-4262611.609112,4727213.499768
176,Ground-Station-35,50.333416,-99.520582,0.000000,-674737.756347,-4023195.122133,4886543.744037
177,Substation-35-0,47.272500,-95.240556,0.000000,-395991.911815,-4317358.702259,4662371.763579
178,Substation-35-1,48.305833,-93.713611,0.000000,-275294.683828,-4241459.271715,4739562.344956
179,Substation-35-2,47.070833,-92.561389,0.000000,-194486.529351,-4347575.873777,4647130.456855
180,Control-Center-36,48.139142,-84.367014,0.000000,418556.789300,-4243614.702715,4727213.499768
181,Ground-Station-36,50.333416,-92.320582,0.000000,-165177.193686,-4076038.091735,4886543.744037
182,Substation-36-0,47.272500,-88.040556,0.000000,148239.129298,-4332945.986132,4662371.763579
183,Substation-36-1,48.305833,-86.513611,0.000000,258471.902536,-4242517.671403,4739562.344956
184,Substation-36-2,47.070833,-85.361389,0.000000,351942.797450,-4337669.565063,4647130.456855
185,Control-Center-37,48.139142,-77.167014,0.000000,947122.296692,-4157693.457445,4727213.499768
186,Ground-Station-37,50.333416,-85.120582,0.000000,346988.311990,-4064599.505724,4886543.744037
187,Substation-37-0,47.272500,-80.840556,0.000000,690132.350788,-4280200.123428,4662371.763579
188,Substation-37-1,48.305833,-79.313611,0.000000,788162.232593,-4176669.033055,4739562.344956
189,Substation-37-2,47.070833,-78.161389,0.000000,892821.776094,-4259355.616109,4647130.456855
190,Control-Center-38,48.139142,-69.967014,0.000000,1460751.119681,-4006202.902665,4727213.499768
191,Ground-Station-38,50.333416,-77.920582,0.000000,853681.604706,-3989059.757434,4886543.744037
192,Substation-38-0,47.272500,-73.640556,0.000000,1221141.772841,-4159952.947909,4662371.763579
193,Substation-38-1,48.305833,-72.113611,0.000000,1305422.773417,-4044951.829034,4739562.344956
194,Substation-38-2,47.070833,-70.961389,0.000000,1419620.421984,-4113869.084674,4647130.456855
195,Control-Center-39,48.139142,-62.767014,0.000000,1951343.024903,-3791532.134920,4727213.499768
196,Ground-Station-39,50.333416,-70.720582,0.000000,1346911.828551,-3850610.153820,4886543.744037
197,Substation-39-0,47.272500,-66.440556,0.000000,1732893.059662,-3974100.829366,4662371.763579
198,Substation-39-1,48.305833,-64.913611,0.000000,1802096.017282,-3849443.318333,4739562.344956
199,Substation-39-2,47.070833,-63.761389,0.000000,1924030.805779,-3903504.380267,4647130.456855
200,Control-Center-40,48.139142,-55.567014,0.000000,2411161.084946,-3517066.640457,4727213.499768
201,Ground-Station-40,50.333416,-63.520582,0.000000,1818900.448254,-3651434.127837,4886543.744037
202,Substation-40-0,47.272500,-59.240556,0.000000,2217315.587751,-3725574.766732,4662371.763579
203,Substation-40-1,48.305833,-57.713611,0.000000,2270349.130435,-3593226.786956,4739562.344956
204,Substation-40-2,47.070833,-56.561389,0.000000,2398098.074407,-3631579.079942,4647130.456855
205,Control-Center-41,48.139142,-48.367014,0.000000,2832953.694322,-3187134.904079,4727213.499768
206,Ground-Station-41,50.333416,-56.320582,0.000000,2262203.921329,-3394672.804397,4886543.744037
207,Substation-41-0,47.272500,-52.040556,0.000000,2666769.724462,-3418294.164476,4662371.763579
208,Substation-41-1,48.305833,-50.513611,0.000000,2702797.481560,-3280342.922658,4739562.344956
209,Substation-41-2,47.070833,-49.361389,0.000000,2834345.903846,-3302381.608127,4647130.456855
210,Control-Center-42,48.139142,-41.167014,0.000000,3210068.931614,-2806940.146362,4727213.499768
211,Ground-Station-42,50.333416,-49.120582,0.000000,2669831.087190,-3084375.462953,4886543.744037
212,Substation-42-0,47.272500,-44.840556,0.000000,3074167.309567,-3057105.021256,4662371.763579
213,Substation-42-1,48.305833,-43.313611,0.000000,3092621.101828,-2915726.090889,4739562.344956
214,Substation-42-2,47.070833,-42.161389,0.000000,3225894.405226,-2921103.605605,4647130.456855
215,Control-Center-43,48.139142,-33.967014,0.000000,3536559.464252,-2382478.265752,4727213.499768
216,Ground-Station-43,50.333416,-41.920582,0.000000,3035353.421926,-2725435.677941,4886543.744037
217,Substation-43-0,47.272500,-37.640556,0.000000,3433083.439781,-2647703.505624,4662371.763579
218,Substation-43-1,48.305833,-36.113611,0.000000,3433672.239878,-2505126.516896,4739562.344956
219,Substation-43-2,47.070833,-34.961389,0.000000,3566568.624780,-2493758.054239,4647130.456855
220,Control-Center-44,48.139142,-26.767014,0.000000,3807276.341501,-1920443.279667,4727213.499768
221,Ground-Station-44,50.333416,-34.720582,0.000000,3353006.419965,-2323514.144192,4886543.744037
222,Substation-44-0,47.272500,-30.440556,0.000000,3737857.793325,-2196546.124048,4662371.763579
223,Substation-44-1,48.305833,-28.913611,0.000000,3720572.315529,-2055019.601241,4739562.344956
224,Substation-44-2,47.070833,-27.761389,0.000000,3850995.926556,-2027084.448659,4647130.456855
225,Control-Center-45,48.139142,-19.567014,0.000000,4017950.196487,-1428121.755846,4727213.499768
226,Ground-Station-45,50.333416,-27.520582,0.000000,3617780.503774,-1884949.404389,4886543.744037
227,Substation-45-0,47.272500,-23.240556,0.000000,3983683.896581,-1710747.897942,4662371.763579
228,Substation-45-1,48.305833,-21.713611,0.000000,3948796.743201,-1572503.798866,4739562.344956
229,Substation-45-2,47.070833,-20.561389,0.000000,4074690.722097,-1528442.510403,4647130.456855
230,Control-Center-46,48.139142,-12.367014,0.000000,4165258.576668,-913277.898815,4727213.499768
231,Ground-Station-46,50.333416,-20.320582,0.000000,3825500.027880,-1416657.886465,4886543.744037
232,Substation-46-0,47.272500,-16.040556,0.000000,4166684.925050,-1197970.155535,4662371.763579
233,Substation-46-1,48.305833,-14.513611,0.000000,4114746.287337,-1065188.672214,4739562.344956
234,Substation-46-2,47.070833,-13.361389,0.000000,4234125.210848,-1005696.120710,4647130.456855
235,Control-Center-47,48.139142,-5.167014,0.000000,4246878.340890,-384031.103755,4727213.499768
236,Ground-Station-47,50.333416,-13.120582,0.000000,3972889.131304,-926024.827400,4886543.744037
237,Substation-47-0,47.272500,-8.840556,0.000000,4283974.843195,-666299.708142,4662371.763579
238,Substation-47-1,48.305833,-7.313611,0.000000,4215803.824491,-541074.883888,4739562.344956
239,Substation-47-2,47.070833,-6.161389,0.000000,4326785.015680,-467089.302419,4647130.456855
240,Control-Center-48,48.139142,2.032986,0.000000,4261522.296714,151272.091221,4727213.499768
241,Ground-Station-48,50.333416,-5.920582,0.000000,4057623.399838,-420787.803627,4886543.744037
242,Substation-48-0,47.272500,-1.640556,0.000000,4333703.918939,-124121.316323,4662371.763579
243,Substation-48-1,48.305833,-0.113611,0.000000,4250375.616933,-8428.021421,4739562.344956
244,Substation-48-2,47.070833,1.038611,0.000000,4351208.836119,78883.793196,4647130.456855
245,Control-Center-49,48.139142,9.232986,0.000000,4208959.500209,684189.634952,4727213.499768
246,Ground-Station-49,50.333416,1.279418,0.000000,4078366.523450,91085.295176,4886543.744037
247,Substation-49-0,47.272500,5.559444,0.000000,4315087.895053,420014.542800,4662371.763579
248,Substation-49-1,48.305833,7.086389,0.000000,4217916.446845,524351.755978,4739562.344956
249,Substation-49-2,47.070833,8.238611,0.000000,4307011.493926,623612.844269,4647130.456855
